City_ID,City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temp,Wind Speed
382,fairbanks,36,US,1529877480,36,64.84,-147.72,66.2,8.05
383,huarmey,0,PE,1529881040,83,-10.07,-78.15,59.16,3.91
384,sladkovo,0,RU,1529881040,89,55.53,70.34,57.54,8.39
385,husavik,0,CA,1529881041,72,50.56,-96.99,73.74,11.41
386,buala,92,SB,1529881041,100,-8.15,159.59,79.95,7.61
387,turinsk,80,RU,1529881041,61,58.04,63.7,62.49,3.69
388,harnosand,0,SE,1529878800,66,62.63,17.94,53.6,3.36
389,merauke,76,ID,1529881043,82,-8.49,140.4,80.22,13.42
390,pedernales,44,EC,1529881043,74,0.07,-80.05,76.08,9.95
391,west wendover,1,US,1529877360,19,40.74,-114.07,78.8,9.17
392,dalvik,0,SE,1529878800,87,57.79,14.13,46.4,2.24
393,la ronge,40,CA,1529877600,65,55.1,-105.3,77.0,10.29
394,ayan,0,TR,1529881045,95,40.67,33.6,50.79,2.57
395,novikovo,0,UA,1529881046,100,45.05,34.56,55.56,4.14
396,skjervoy,92,NO,1529881047,96,70.03,20.97,46.11,6.38
397,havoysund,75,NO,1529878800,75,71.0,24.66,46.4,10.29
398,sao sebastiao,64,BR,1529880619,99,-3.15,-58.36,73.92,3.69
399,balotra,0,IN,1529881048,76,25.83,72.24,82.38,10.18
400,orocue,92,CO,1529881048,100,4.79,-71.34,72.66,1.57
401,solano,44,PH,1529881048,94,16.52,121.18,72.75,2.13
402,morwell,48,AU,1529881049,93,-38.24,146.4,48.99,3.36
403,tingo maria,20,PE,1529877600,55,-9.29,-76.01,86.0,3.36
404,thinadhoo,76,MV,1529881051,100,0.53,72.93,81.84,3.91
405,beachwood,90,US,1529880300,88,41.46,-81.51,78.8,12.75
406,grants,1,US,1529878500,8,35.15,-107.85,89.6,17.22
407,tyazhinskiy,8,RU,1529881054,72,56.11,88.52,68.34,3.36
408,tkibuli,40,GE,1529879400,94,42.35,43.0,71.6,3.36
409,tromso,75,NO,1529878800,70,69.65,18.96,48.2,11.41
410,sioux lookout,20,CA,1529877600,40,50.1,-91.92,69.8,5.82
411,lavrentiya,80,RU,1529881055,96,65.58,-170.99,39.27,7.16
412,nosy varika,8,MG,1529881056,100,-20.58,48.53,64.83,3.91
413,angoche,44,MZ,1529881056,100,-16.23,39.91,74.55,8.61
414,pringsewu,92,ID,1529880611,91,-5.36,104.98,73.38,2.8
415,vardo,1,US,1529879700,94,39.62,-77.74,84.2,8.05
416,ulladulla,0,AU,1529877600,80,-35.36,150.48,41.0,11.41
417,balkanabat,12,TM,1529880620,20,39.51,54.36,73.92,4.14
418,mandera,80,ET,1529881059,47,3.94,41.86,83.55,13.09
419,hualmay,32,PE,1529881059,99,-11.1,-77.61,57.81,4.81
420,uglegorsk,68,RU,1529881060,87,49.08,142.06,51.06,3.58
421,nishihara,1,JP,1529877600,57,35.74,139.53,77.0,3.36
422,luau,8,CD,1529881061,52,-10.7,22.23,58.89,2.91
423,port hedland,0,AU,1529877600,33,-20.31,118.58,55.4,10.29
424,nelson bay,20,AU,1529877600,93,-32.72,152.14,46.4,9.17
425,calama,0,CL,1529877600,13,-22.46,-68.93,60.8,14.99
426,uruguaiana,40,BR,1529877600,76,-29.77,-57.08,50.0,9.17
427,nanchang,0,CN,1529881062,87,28.68,115.89,82.74,8.39
428,deputatskiy,8,RU,1529880556,28,69.3,139.9,76.26,3.69
429,juba,90,EE,1529877000,100,57.82,26.93,55.4,4.7
430,helong,8,CN,1529881064,78,25.94,116.13,79.68,4.25
431,kamaishi,0,JP,1529881065,61,39.28,141.86,69.78,7.61
432,san juan de uraba,48,CO,1529881065,100,8.76,-76.53,81.84,4.47
433,udachnyy,0,RU,1529881066,63,66.42,112.4,71.85,3.24
434,acajutla,20,SV,1529877000,70,13.59,-89.83,89.6,6.93
435,manokwari,20,ID,1529881067,100,-0.87,134.08,80.58,5.59
436,geraldton,5,CA,1529877600,30,49.72,-86.95,69.8,5.82
437,chaman,0,AF,1529881067,31,30.92,66.46,55.65,4.14
438,kenai,90,US,1529877360,71,60.55,-151.26,55.4,6.93
439,manggar,92,ID,1529881070,100,-2.88,108.27,73.02,0.56
440,daloa,92,CI,1529881070,100,6.88,-6.45,71.94,4.36
441,steamboat springs,40,US,1529879700,48,40.48,-106.83,73.4,4.25
442,bondo,32,CD,1529881071,92,3.81,23.69,70.5,1.9
443,tagbac,40,PH,1529877600,94,7.09,125.16,75.2,2.24
444,morgan city,20,US,1529877360,70,29.7,-91.21,87.8,12.75
445,zdunska wola,90,PL,1529879400,100,51.6,18.94,51.8,6.93
446,serenje,0,ZM,1529881074,71,-13.23,30.22,53.67,10.29
447,chokurdakh,44,RU,1529881074,81,70.62,147.9,50.16,14.65
448,santiago del estero,0,AR,1529880465,41,-27.8,-64.26,45.12,6.6
449,amahai,76,ID,1529880630,100,-3.31,129.0,79.5,12.41
450,mandal,12,MN,1529880594,71,48.82,106.5,57.9,3.69
451,kamenka,20,RU,1529881076,35,53.19,44.05,70.23,7.16
452,kashary,0,RU,1529881077,72,49.04,41.01,65.91,9.28
453,whitecourt,75,CA,1529877600,39,54.14,-115.68,78.8,9.17
454,pisco,0,PE,1529877600,77,-13.71,-76.2,64.4,12.75
455,eyl,36,SO,1529881077,77,7.98,49.82,79.77,21.7
456,buchanan,75,LR,1529879400,94,5.88,-10.05,77.0,5.82
457,aykhal,32,RU,1529881078,65,65.95,111.51,70.32,4.7
458,rionegro,40,CO,1529877600,60,6.15,-75.37,82.4,6.93
459,broome,0,GB,1529878800,62,52.47,1.45,64.4,2.68
460,empalme,5,MX,1529876640,55,27.96,-110.81,89.6,17.22
461,bantou,12,CN,1529881079,83,26.22,117.49,79.14,2.35
462,evensk,36,RU,1529881080,83,61.92,159.24,52.32,4.36
463,kangaatsiaq,36,GL,1529880620,98,68.31,-53.46,35.67,11.41
464,salalah,75,OM,1529877000,88,17.01,54.1,80.6,8.05
465,weinan,40,CN,1529877600,94,34.5,109.46,75.2,7.49
466,lakselv,44,NO,1529878800,62,70.05,24.96,51.8,8.05
467,bulgan,20,MN,1529881082,81,48.81,103.53,58.08,3.91
468,muzhi,0,RU,1529880564,83,65.4,64.7,51.69,3.13
469,tezu,64,IN,1529880533,91,27.93,96.16,66.54,0.56
470,jaguaribe,24,BR,1529881082,52,-5.88,-38.62,82.38,11.86
471,taksimo,92,RU,1529881084,99,56.36,114.84,53.31,2.57
472,los alamos,1,US,1529879700,7,35.88,-106.3,93.2,10.29
473,dannenberg,75,DE,1529878800,87,53.1,11.1,53.6,3.36
474,narsaq,75,GL,1529877000,80,60.91,-46.05,41.0,11.41
475,sakmara,0,RU,1529879400,55,51.98,55.33,66.2,6.71
476,kinsale,0,IE,1529879400,67,51.71,-8.52,57.2,4.7
477,buta,8,CD,1529881086,92,2.79,24.73,71.67,2.13
478,livingston,20,US,1529877480,52,32.58,-88.19,93.2,3.13
479,pitimbu,75,BR,1529877600,78,-7.47,-34.81,75.2,9.17
480,maua,100,KE,1529881087,96,0.23,37.94,60.96,3.91
481,oxapampa,48,PE,1529880964,96,-10.58,-75.4,52.32,1.68
482,knysna,56,ZA,1529877600,87,-34.04,23.05,48.2,5.82
483,ronda,48,PH,1529881089,100,10.0,123.41,79.95,2.13
484,jalingo,92,NG,1529881089,87,10.3,10.93,74.91,6.93
485,waldoboro,90,US,1529879640,82,44.1,-69.38,69.8,3.36
486,nortelandia,0,BR,1529881090,83,-14.45,-56.8,68.52,2.35
487,trincomalee,20,LK,1529881090,82,8.58,81.23,77.88,15.99
488,morro bay,90,US,1529877360,64,35.37,-120.85,73.4,6.93
489,farmington,1,US,1529877180,10,36.73,-108.21,87.8,32.21
490,atasu,88,KZ,1529881091,65,48.68,71.64,60.78,8.95
491,mehamn,48,NO,1529880573,89,71.03,27.85,45.3,12.19
492,at-bashi,0,KG,1529881092,85,41.17,75.81,36.57,2.46
493,taoudenni,0,ML,1529881092,11,22.68,-3.98,81.39,10.29
494,maxixe,0,MZ,1529881093,100,-23.86,35.35,66.72,7.61
495,hovd,90,NO,1529878800,100,63.83,10.7,51.8,3.36
496,hwange,48,ZW,1529881093,41,-18.35,26.5,58.44,7.61
497,bagdarin,92,RU,1529881094,99,54.44,113.59,51.06,7.38
498,santana do ipanema,44,BR,1529881094,68,-9.37,-37.25,72.66,9.62
499,tuhian,24,PH,1529881094,96,13.65,122.22,81.48,3.36
500,bathsheba,75,BB,1529877600,74,13.22,-59.52,82.4,26.4
501,nara,0,JP,1529877600,69,34.68,135.8,73.4,2.24
502,port hawkesbury,90,CA,1529877600,87,45.62,-61.36,57.2,10.29
503,belyy yar,0,RU,1529879400,72,53.6,91.39,62.6,2.8
504,alta floresta,8,BR,1529881096,47,-9.87,-56.08,82.29,3.8
505,mao,75,DO,1529877600,74,19.55,-71.08,84.2,12.75
506,dillon,1,US,1529877180,49,45.22,-112.64,68.0,6.93
507,roura,68,GF,1529879400,100,4.73,-52.33,73.4,9.17
508,fatezh,0,RU,1529881098,91,52.09,35.86,51.24,2.8
509,rawson,20,AR,1529881098,47,-43.3,-65.11,48.54,15.99
510,pacific grove,1,US,1529879700,64,36.62,-121.92,71.6,14.99
511,iqaluit,75,CA,1529877600,75,63.75,-68.52,41.0,20.8
512,kilingi-nomme,92,EE,1529881099,99,58.15,24.96,54.21,10.4
513,lorengau,12,PG,1529881100,100,-2.02,147.27,82.38,7.38
514,ewa beach,75,US,1529877420,69,21.32,-158.01,80.6,6.93
515,atambua,0,ID,1529881100,100,-9.11,124.89,76.8,13.76
516,alghero,0,IT,1529878800,82,40.56,8.32,64.4,2.24
517,deer lake,90,CA,1529877600,76,49.18,-57.43,48.2,11.41
518,sao joao nepomuceno,0,BR,1529881101,84,-21.54,-43.01,58.71,2.24
519,barinas,44,VE,1529881102,83,8.64,-70.23,77.88,5.37
520,ternate,75,PH,1529877600,100,14.29,120.72,80.6,3.36
521,emerald,92,AU,1529881103,42,-23.53,148.16,60.42,7.94
522,kang,0,BW,1529881103,66,-23.67,22.79,41.16,3.47
523,ola,20,RU,1529879400,60,59.58,151.3,68.0,4.47
524,akureyri,90,IS,1529877600,93,65.68,-18.09,48.2,6.93
525,bundaberg,64,AU,1529880996,100,-24.87,152.35,65.37,16.44
526,ballina,0,IE,1529881105,88,54.11,-9.15,48.36,2.46
527,tocopilla,44,CL,1529881105,100,-22.09,-70.2,56.28,6.38
528,cabra,64,ES,1529879400,69,37.47,-4.43,78.8,16.11
529,whitianga,56,NZ,1529881106,100,-36.83,175.7,57.99,19.01
530,gorontalo,92,ID,1529881106,100,0.54,123.06,73.92,2.13
531,moen,92,NO,1529878800,87,69.13,18.61,48.2,2.24
532,kununurra,0,AU,1529877600,34,-15.77,128.74,66.2,8.05
533,kletskaya,0,RU,1529881107,76,49.31,43.06,68.52,5.82
534,manta,44,RO,1529881108,83,45.1,24.1,51.33,3.91
535,wilmington,40,US,1529879700,61,39.75,-75.55,89.6,4.7
536,sangar,88,RU,1529881108,93,63.92,127.47,58.26,2.68
537,tabou,92,CI,1529880641,100,4.42,-7.36,78.6,12.53
538,puerto cabezas,56,NI,1529881109,94,14.04,-83.39,82.74,14.43
539,dalbandin,0,PK,1529881110,11,28.9,64.41,79.14,11.63
540,kurilsk,76,RU,1529881110,97,45.23,147.88,48.45,12.08
541,acapulco,90,MX,1529876820,79,16.86,-99.88,84.2,5.82
542,razole,80,IN,1529881111,100,16.48,81.84,83.28,21.7
543,luxor,0,EG,1529877600,31,25.7,32.65,89.6,6.71
544,san luis,0,AR,1529881024,49,-33.3,-66.34,44.04,9.95
545,atikokan,56,CA,1529881112,69,48.76,-91.62,62.22,6.38
546,qaqortoq,75,GL,1529877000,80,60.72,-46.03,41.0,11.41
547,sola,90,NO,1529878800,87,58.89,5.65,53.6,12.75
548,el dorado,88,VE,1529881113,99,6.71,-61.64,72.21,2.13
549,ahome,5,MX,1529876460,54,25.92,-109.18,84.2,9.17
550,kulu,32,CD,1529881114,92,3.47,23.69,70.5,1.9
551,bahia blanca,0,AR,1529881114,58,-38.72,-62.27,47.82,20.02
552,guadalupe y calvo,44,MX,1529880592,72,26.09,-106.96,66.72,2.35
553,kitui,0,KE,1529881115,88,-1.37,38.02,59.79,8.39
554,pangnirtung,64,CA,1529880527,99,66.15,-65.72,33.51,6.71
555,nefteyugansk,75,RU,1529879400,100,61.09,72.61,55.4,8.95
556,isangel,0,VU,1529880596,100,-19.55,169.27,72.84,13.65
557,banjar,80,ID,1529881117,97,-7.37,108.54,69.06,3.36
558,mount isa,76,AU,1529877600,59,-20.73,139.49,66.2,8.05
559,shache,44,CN,1529881117,98,38.42,77.24,56.1,1.34
560,mbandaka,92,CD,1529881118,100,0.05,18.26,71.58,2.68
561,ambunti,56,PG,1529881118,91,-4.22,142.82,78.33,0.56
562,verkhnevilyuysk,36,RU,1529881118,47,63.45,120.31,72.21,3.58
563,masuguru,0,MZ,1529881119,88,-11.38,38.46,65.82,6.15
564,kigoma,12,TZ,1529881119,100,-4.88,29.64,74.37,4.03
565,sakaiminato,0,JP,1529877600,77,35.55,133.23,69.8,3.36
566,pandan,48,PH,1529881120,100,11.72,122.09,81.21,6.49
567,jalu,0,LY,1529881121,31,29.03,21.55,79.5,11.74
568,balikpapan,64,ID,1529881121,100,-1.24,116.86,81.12,9.84
569,klaksvik,44,FO,1529878800,100,62.23,-6.59,48.2,16.11
570,srednekolymsk,0,RU,1529880533,47,67.46,153.71,65.82,3.13
571,tucumcari,1,US,1529877180,36,35.17,-103.73,91.4,14.99
572,sayyan,12,YE,1529881122,35,15.17,44.32,55.2,3.58
573,changli,80,CN,1529881123,90,30.54,105.42,77.97,8.28
574,beira,0,ES,1529879400,88,43.2,-8.36,68.0,3.36
575,lagos,92,NG,1529881048,93,6.46,3.39,75.99,5.59
576,kirkwall,0,GB,1529878800,93,58.98,-2.96,51.8,8.05
577,makinsk,92,KZ,1529881124,99,52.63,70.42,55.29,8.28
578,rosa zarate,80,EC,1529881125,94,0.33,-79.47,73.38,1.57
579,maniitsoq,32,GL,1529880597,86,65.42,-52.9,37.92,7.61
580,kishtwar,56,IN,1529881126,81,33.31,75.77,47.64,1.79
581,cheney,20,US,1529880780,32,47.49,-117.58,86.0,8.05
582,heihe,40,RU,1529879400,82,50.24,127.51,60.8,6.71
583,vientiane,20,LA,1529877600,94,17.96,102.61,78.8,2.24
584,trelew,20,AR,1529880919,47,-43.25,-65.31,48.54,15.99
585,murgab,0,TM,1529877600,27,37.5,61.97,75.2,9.17
586,kirov,12,RU,1529881128,82,58.6,49.66,66.09,2.68
587,constantine,40,DZ,1529879400,68,36.36,6.61,68.0,5.82
588,genhe,100,CN,1529881129,98,50.78,121.52,55.74,13.98
589,padang,56,ID,1529881130,100,-0.92,100.36,81.93,4.7
590,richards bay,0,ZA,1529881130,99,-28.77,32.06,54.48,4.14
591,ouesso,44,CG,1529881131,98,1.61,16.05,70.59,2.13
592,diffa,64,NE,1529881131,63,13.32,12.61,80.76,6.38
593,fare,0,PF,1529881132,96,-16.7,-151.02,81.48,18.01
594,severodvinsk,40,RU,1529879400,82,64.56,39.82,55.4,6.71
595,berlevag,20,NO,1529881132,91,70.86,29.09,44.67,12.97
596,baie-comeau,1,CA,1529877600,76,49.22,-68.15,59.0,5.82
597,newport,0,GB,1529878800,51,51.59,-3.0,62.6,4.7
598,keffi,0,NG,1529881134,95,8.85,7.88,68.79,5.59
599,ugoofaaru,92,MV,1529881134,100,5.67,73.0,82.29,13.09
600,hervey bay,88,AU,1529881134,93,-25.3,152.85,66.36,9.84
601,contamana,20,PE,1529881135,76,-7.35,-75.01,80.22,2.01
602,san policarpo,64,PH,1529881135,99,12.18,125.51,82.56,4.7
603,sao felix do xingu,0,BR,1529881135,45,-6.64,-51.99,84.18,4.47
604,leningradskiy,100,RU,1529881136,99,69.38,178.42,32.52,1.12
605,socastee,1,US,1529880900,66,33.68,-79.0,93.2,10.29
606,krasnyy yar,0,RU,1529881137,70,50.7,44.73,65.01,2.68
607,chara,75,GR,1529877000,82,39.42,22.43,66.2,3.36
608,zhigalovo,44,RU,1529881137,83,54.81,105.15,61.23,4.59
609,sabla,0,NG,1529881138,95,12.75,4.71,69.06,2.91
610,bridlington,0,GB,1529878800,87,54.08,-0.19,62.6,11.07
611,kota kinabalu,75,MY,1529877600,88,5.98,116.07,77.0,3.36
612,tulle,0,FR,1529879400,72,45.27,1.77,60.8,6.71
613,wadi maliz,20,TN,1529877600,33,36.47,8.55,75.2,9.17
614,linxia,92,CN,1529881140,100,35.6,103.21,55.38,2.91
615,dukat,8,RS,1529881140,91,42.44,22.31,44.4,1.9
616,adrar,0,DZ,1529877600,15,27.87,-0.29,95.0,4.7
617,port shepstone,0,ZA,1529881141,89,-30.74,30.45,61.59,12.86
618,nyurba,36,RU,1529881142,65,63.29,118.35,73.74,3.69
619,port-cartier,40,CA,1529877600,71,50.03,-66.88,55.4,5.82
620,teahupoo,20,PF,1529879400,66,-17.83,-149.27,84.2,8.05
621,ismailia,0,EG,1529881144,96,30.6,32.27,66.99,2.91
622,moron,90,VE,1529877600,94,10.49,-68.2,77.0,1.9
623,akdepe,0,TM,1529879400,49,42.05,59.39,71.6,3.13
624,mirador,0,BR,1529881146,42,-6.37,-44.36,74.73,6.6
625,tutoia,0,BR,1529876700,78,-2.76,-42.27,78.8,3.36
626,gat,0,SN,1529877600,70,14.69,-16.54,84.2,4.7
627,warrensburg,1,US,1529879700,69,38.76,-93.74,77.0,6.93
628,bowen,40,AU,1529877600,93,-20.01,148.25,59.0,6.93
629,beringovskiy,68,RU,1529881148,100,63.05,179.32,43.86,13.42
630,bougouni,80,ML,1529881148,95,11.42,-7.49,70.86,3.69
631,ussel,0,FR,1529881149,53,45.55,2.31,57.09,7.83
632,katobu,92,ID,1529881149,100,-4.94,122.53,73.29,2.91
633,eregli,0,TR,1529881149,76,37.51,34.05,59.79,2.01
634,hami,20,CN,1529880600,46,42.84,93.51,71.58,3.58
635,iquitos,40,PE,1529877600,66,-3.75,-73.25,86.0,4.7
636,arrifes,75,PT,1529879400,72,37.77,-25.7,68.0,5.82
637,marawi,80,PH,1529881151,100,8.0,124.29,69.06,0.78
638,namibe,0,AO,1529881152,100,-15.19,12.15,68.52,7.61
639,kuching,75,MY,1529877600,94,1.56,110.34,73.4,4.81
640,alto araguaia,0,BR,1529881152,47,-17.32,-53.22,66.18,4.92
641,nexo,8,DK,1529878800,87,55.06,15.13,60.8,8.05
642,camopi,48,GF,1529881153,78,3.17,-52.33,77.97,2.91
643,barranca,48,PE,1529881154,100,-10.75,-77.76,61.32,14.76
644,gerash,0,IR,1529881154,42,27.67,54.14,62.76,2.35
645,abu kamal,0,SY,1529881155,42,34.45,40.92,76.53,9.51
646,beaufort,75,MY,1529877600,94,5.36,115.76,77.0,1.12
647,velikiy ustyug,20,RU,1529881156,69,60.76,46.3,68.7,6.71
648,pulandian,0,CN,1529879400,53,39.4,121.96,75.2,6.71
649,erdenet,12,MN,1529881157,80,49.03,104.04,57.99,2.8
650,lasa,20,CY,1529879400,88,34.92,32.53,75.2,5.82
651,west bay,0,GB,1529878800,76,50.71,-2.76,59.0,2.24
652,hirosaki,75,JP,1529877600,82,40.61,140.38,57.2,12.75
653,oranjemund,12,ZA,1529881158,98,-28.55,16.43,58.71,17.45
654,miri,68,NG,1529881158,93,10.31,9.75,69.96,2.57
655,perpignan,0,FR,1529879400,56,42.7,2.88,69.8,3.36
656,madanapalle,92,IN,1529881159,78,13.56,78.5,74.1,12.97
657,faya,0,SA,1529877600,24,18.39,42.45,73.4,3.24
658,taicheng,92,CN,1529881160,100,22.25,112.8,76.08,6.04
659,cuajinicuilapa,80,MX,1529881161,95,16.47,-98.41,83.28,5.59
660,tarko-sale,36,RU,1529881162,79,64.92,77.78,62.31,6.26
661,lichuan,80,CN,1529881163,94,30.3,108.94,71.13,3.13
662,kushima,20,JP,1529877600,88,31.5,131.29,71.6,5.82
663,sabha,0,LY,1529881163,29,27.03,14.43,77.7,8.84
664,nizhniy kuranakh,88,RU,1529881164,76,58.84,125.49,66.81,3.02
665,sarany,0,RU,1529881164,83,58.55,58.76,52.86,3.13
666,north bend,40,US,1529879700,77,43.41,-124.22,62.6,19.46
667,eirunepe,12,BR,1529881165,79,-6.66,-69.87,78.6,3.02
668,amarante do maranhao,12,BR,1529881165,58,-5.57,-46.74,76.71,5.14
669,ust-ilimsk,0,RU,1529881166,75,57.96,102.73,68.52,3.58
670,pittsfield,40,US,1529879700,74,39.61,-90.81,82.4,5.82
671,innisfail,40,CA,1529877600,50,52.02,-113.95,77.0,11.41
672,muravlenko,76,RU,1529881167,100,63.79,74.5,57.54,7.05
673,macomb,1,US,1529879700,65,40.46,-90.67,84.2,9.17
674,novobirilyussy,8,RU,1529881168,58,56.95,90.69,70.77,8.61
675,greensburg,40,US,1529879700,66,30.83,-90.67,91.4,9.17
676,entre rios,76,BR,1529881168,96,-11.94,-38.08,73.92,8.16
677,birjand,0,IR,1529877600,15,32.86,59.22,75.2,13.87
678,healesville,90,AU,1529877600,87,-37.65,145.52,46.4,2.35
679,cambridge,0,GB,1529878800,76,52.2,0.12,64.4,4.7
680,quelimane,0,MZ,1529877600,83,-17.88,36.89,69.8,2.91
681,sainte-maxime,0,FR,1529879400,93,43.31,6.64,66.2,2.24
682,tagusao,20,PH,1529881172,88,9.19,117.81,82.38,3.69
683,lixourion,8,GR,1529881173,100,38.2,20.43,70.77,2.8
684,beaverlodge,90,CA,1529877600,36,55.21,-119.43,77.0,8.05
685,bixby,75,US,1529879880,100,35.94,-95.88,78.8,8.05
686,miraflores,64,CO,1529880618,90,5.2,-73.14,54.48,0.89
687,harper,1,US,1529880660,30,30.3,-99.24,98.6,19.46
